OCC(F)(F)F
CC(=O)NCC(=O)O
CC(=O)C(N)C(=O)O
NC(CC=O)C(=O)O
CC(=O)NCC(=O)O
NC(N)=NCC(=O)O
O=C1CSC(=O)N1
CC(C)C(N)C(=O)O
C[N+](C)(C)CC(=O)[O-]
CCC(C)(N)C(=O)O
CCCC(N)C(=O)O
C[N+](C)(C)CC(=O)[O-]
CCCCCON=O
CC(C(=O)O)N(C)C
c1ccc2[nH]ccc2c1
CC(C)N=C(N)NO
[InH3]
[InH3]
O=C(O)C(=O)C(=O)O
O=C([O-])C(O)C(=O)[O-]
CC(C(=O)O)C(=O)O
O=C(O)CCC(=O)O
CC(C)(O)CC(=O)O
O=C(O)CCCCO
c1ccc2occc2c1
NCCC(N)C(=O)O
CC(N)C(N)C(=O)O
CC(N)C(N)C(=O)O
c1ccc2[nH]cnc2c1
[NH3+]CCCCC(=O)O
C[N+](C)(C)CC(=O)O
NC(N)=[NH+]CCCO
CC(O)CC(C)(C)O
CCCCC(O)CO
OCCCCCCO
CC(C)SC(=N)N
[Sn+2]
O=[Mn](=O)(=O)[O-]
NC(C(=O)O)C(=O)O
O=CN(O)CC(=O)O
CC(O)C(N)C(=O)O
NCC(CO)C(=O)O
CC(O)C(N)C(=O)O
NC(CCO)C(=O)O
NCC(O)CC(=O)O
CC(O)C(C)(O)CN
ClC(Cl)Cl
O=CCc1ccccc1
c1ccc(C2CO2)cc1
CC(=O)c1ccccc1
CNC(=S)NCO
NC(=O)C(N)CS
C[N+](C)(C)CCS
ClN(Cl)Cl
NC(CO)(CO)CO
C=C1C=NC(C)=NC1=N
NC(CS)C(=O)O
NC(CS)C(=O)O
NC(CS)C(=O)O
NC(=[NH2+])c1ccccc1
C=C1C=CC=C(C)C1N
NCCc1ccccc1
Cc1ccc(C)c(N)c1
Cc1ccc(N)cc1C
[Sb+5]
[Sb]
[Sb+3]
OB(O)c1ccccc1
O=C([O-])c1ccccn1
O=C([O-])c1ccccn1
O=C([O-])c1cccnc1
O=C([O-])c1cccnc1
OCC(O)C(O)CO
OCC(O)C(O)CO
O=Cc1ccc(O)cc1
O=C(O)c1ccccc1
NC(=O)c1cccnc1
C[N+](CO)(CO)CO
OCCc1ccccc1
Cc1ccc(O)cc1C
CC(O)c1ccccc1
O=C(O)c1cccnc1
NC(=O)c1cnccn1
Nc1ccccc1CO
NCc1ccccc1O
Cc1ccc(O)c(N)c1
Cc1ncc(C)c(N)n1
O=[Zr]=O
[NH3+]C(CCl)C(=O)[O-]
O=CCP(=O)(O)O
Cc1cccc(O)c1O
Cc1ccc(O)c(O)c1
COc1ccc(O)cc1
COc1ccccc1O
OCC(O)CSO
CSCS(C)=O
OCC(S)CS
Cc1occc(=O)c1[O-]
Cc1occc(=O)c1[O-]
CCN1C(=O)C=CC1=O
Cn1ccc(N)nc1=O
Cc1c(N)cccc1F
NCCS(=O)(=O)O
SCc1cccnc1
O[As](O)O
O=C(O)P(=O)(O)O
CCOP(=O)(O)O
O=P([O-])([O-])CS
O=Cc1ccc(CO)o1
Oc1cc(O)cc(O)c1
Cc1c[nH]c(=O)[nH]c1=O
NC(=O)c1[nH]cnc1N
C[n+]1c(N)cc[nH]c1=O
[NH3+]Cc1ccc(F)cc1
[I-]
[I-]
[I-]
[I]
Nc1c[nH]c(=O)[nH]c1=O
CCN1C(=O)CCC1=O
CC1C=CNC1C(=O)O
O=C(O)C1=CCCNC1
[O-][n+]1ccccc1S
O=CNC1CCCCC1
CN1C(=O)CCC1(C)C
I
C=CC(O)CCCCC
Oc1cccc(Cl)c1
Oc1ccccc1Cl
Oc1ccc(Cl)cc1
O=C(O)C(Cl)Cl
O=[Se](O)O
O=C(O)c1conc1O
Nc1nc(=O)[nH]cc1F
Nc1cc(F)cc(F)c1
O=C1CCC(C(=O)O)N1
O=C(O)c1cscn1
C=CC(N)CCC(=O)O
CC=C(N)CCC(=O)O
NC1(C(=O)O)CCCC1
O=C(O)C1CCCNC1
c1ccc2cnccc2c1
CN(C)C(=N)NC(=N)N
CCCCCCC(N)=O
NCCNCCN1CC1
Nc1cncc(Cl)n1
O=C(O)c1nonc1O
O=c1[nH]cc(F)c(=O)[nH]1
CC(=CC(=O)O)C(=O)O
COC(=O)C=CC(=O)O
CC(C)CC(=O)C(=O)O
CCC(C)C(=O)C(=O)O
CCC(C)C(=O)C(=O)O
CCCCCOC(C)=O
CCCCCCC(=O)O
NCCN1CCOCC1
N=C(N)NCCCCN
CCCCCCCCO
CC[N+](CC)(CC)CC
O=C([O-])CC(=O)C(=O)O
NC(CC(=O)[O-])C(=O)[O-]
NC(CC(=O)[O-])C(=O)[O-]
NC(CC(=O)[O-])C(=O)[O-]
NCC(=O)CCC(=O)O
CC(=O)NC(C)C(=O)O
NC(CC1CO1)C(=O)O
COC=CC(N)C(=O)O
NC(CCC=O)C(=O)O
O=C(O)C1CC(O)CN1
CN(CC(=O)O)C(=N)N
CC(C)CC(N)C(=O)O
CCC(C)C(N)C(=O)O
NCCCCCC(=O)O
CCC(C)C(N)C(=O)O
CC(C)CC(N)C(=O)O
CCC(N)CCC(=O)O
CCCCC(N)C(=O)O
CCCCC(N)C(=O)O
CCCCN=C(N)NO
[Xe]
[Xe]
[Xe]
ClC=C(Cl)Cl
O=C([O-])CC(O)C(=O)[O-]
O=C([O-])C(O)C=C([O-])O
O=C1NC=C(F)C(O)N1
NC(CC(=O)O)C(=O)[O-]
[NH3+]C(CC(=O)[O-])C(=O)[O-]
NC(CC(=O)[O-])C(=O)O
O=C(O)CCCC(=O)O
NC(=O)CC(N)C(=O)O
NC(=O)CC(N)C(=O)O
CC(NC(N)=O)C(=O)O
[NH3+]C(CCC=O)C(=O)O
CC1OC(O)CCC1O
CC1OC(C)OC(C)O1
O=CC=Cc1ccccc1
NCCCC(N)C(=O)O
CC(C)C(N)C(=O)NO
Cc1ccc2nc[nH]c2c1
NC(CC(=O)O)C(=O)O
NC(CC(=O)O)C(=O)O
NC1(C(=O)O)CC(F)C1
NC1(C(=O)O)CC(F)C1
NC(CCCO)C(=O)O
OCC1NCC(O)C1O
N#CC(O)c1ccccc1
CN(CC(=O)O)C(N)N
NC1N=c2ccccc2=N1
O=C(O)C1CSCN1
O=C(O)C1CSCN1
CS(=O)(=O)CCC#N
NC(=NCCC[NH3+])NO
C=CCNc1ccccc1
NC1CC1c1ccccc1
Nc1nnc(S)s1
Cl[Al](Cl)Cl
[CsH]
FC(F)CC(F)(F)F
O=C(O)CC(O)C(=O)O
O=C(O)CC(O)C(=O)O
O=C(O)CCC(=O)CF
NOCCC(N)C(=O)O
Nc1ncnc2cc[nH]c12
Cc1ncnc2nc[nH]c12
CC(O)CC(C)(O)CO
COCCOCCOC
C=CCc1ccccc1O
OCC=Cc1ccccc1
[NH3+]C1CC1c1ccccc1
Cl[Cu]Cl
ClSSCl
O=C(O)CN(O)C(=O)O
O=C([O-])C(O)C(O)CO
O=c1[nH]cnc2cc[nH]c12
Nc1ncnc2nc[nH]c12
O=CNCc1ccccc1
CSCC(N)C(=O)O
NC(CS)CC(=O)O
NC(CCS)C(=O)O
CC(N)Cc1ccccc1
CC(N)Cc1ccccc1
CC(C)c1ccc(N)cc1
CCCc1ccccc1N
NCCCc1ccccc1
NC1(P(=O)([O-])O)CC1
O=C(O)C(O)C(O)CO
O=C(O)C(O)C(O)CO
C#Cc1c[nH]c(=O)[nH]c1=O
O=c1nc[nH]c2nc[nH]c12
Oc1ncnc2[nH]ncc12
Oc1ncnc2c1N=NC2
OCC(CO)(CO)CO
O=COCc1ccccc1
O=C(O)Cc1ccccc1
CNC(=O)c1cccnc1
NNCCc1ccccc1
CNCCc1ccccn1
CC(NN)c1ccccc1
Cc1cc(N)c(N)cc1C
C1C2CC3CC1CC(C2)C3
C=C(C)C1CC=C(C)CC1
C=C1CCC2CC1C2(C)C
CC1=CCC2CC1C2(C)C
C=C1C2CCC(C2)C1(C)C
Nc1cccc(B(O)O)c1
C=C(Br)CO
O=P(=O)OCCC[O-]
O=C([O-])c1ccccc1O
O=C([O-])c1ccccc1O
O=C([O-])c1ccccc1O
O=C(NO)c1ccccc1
NC(=O)c1ccccc1O
Nc1cccc(C(=O)O)c1
Nc1ccc(C(=O)O)cc1
Nc1ccccc1C(=O)O
COC(=O)c1cccnc1
NNC(=O)c1ccncc1
NC(CSO)C(=O)O
NC(C[SH]=O)C(=O)O
C[n+]1ccccc1C=NO
C[n+]1cccc(C(N)=O)c1
NCCc1ccc(O)cc1
CN(C)c1ccc(O)cc1
[Ba+2]
C[As](C)(=O)O
CC1OC1P(=O)(O)O
CCO[PH](=O)OCC
CCCCP(=O)(O)O
O=C(O)c1ccccc1O
O=C(O)c1ccc(O)cc1
O=C(O)c1ccccc1O
O=Cc1ccc(O)c(O)c1
O=C(O)c1ccccc1O
O=C(O)C=Cc1c[nH]cn1
OCCOc1ccccc1
Cc1ncc(CN)c(N)n1
C1CCc2nnnn2CC1
CC12CCC(CC1)C2(C)C
[La+3]
O=C(O)CBr
CC(O)CBr
NC=COP(=O)(O)O
O=[N+]([O-])c1ccc(O)cc1
Cc1c(O)c(=O)ccn1C
Cc1ncc(CO)c(N)n1
NCCCS(=O)(=O)O
CN1C2CCC1CC(=O)C2
CC1=CCC(N(C)C)CC1
CC12CCC(CN1)C2(C)C
[BaH2]
O=C(O)CP(=O)(O)O
CC(=O)OP(=O)(O)O
CC(C)OP(=O)(O)O
[Ce+3]
O=c1[nH]oc2c1CCNC2
O=C1CN2C(=O)CCC2N1
OCCc1ccc(F)cc1
C1N2CN3CN1CN(C2)C3
NCCOP(=O)(O)O
NCC(F)C[PH](=O)O
COP(N)(=O)SC
CCC1(C)CC(=O)NC1=O
CN1C2CCC1CC(O)C2
CC(=O)N1CCCC(C)C1
CCC(C)c1nccs1
CNC(C)CCC=C(C)C
CNC(C)CC1CCCC1
CNC(C)CCC=C(C)C
CC(=O)OCC(F)(F)F
O=c1cc(CO)occ1O
COP(O)(=S)OC
Nc1[nH]c(=O)[nH]c(=O)c1N
Nc1nc(O)c(N)c(O)n1
O=C1NC2NC(=O)NC2N1
NC(=O)CN1CCCC1=O
O=S(O)c1ccccc1
[NH3+]C(CO)Cc1cnc[nH]1
Cc1cc(=O)[nH]c(=S)[nH]1
O=S(=O)(O)CCS
NC(C(=O)O)C(F)(F)F
S=[Se]=S
CCOC(=O)C=CC(=O)[O-]
CCOC(=O)C=CC(=O)[O-]
CCOC(=O)C=CC(=O)[O-]
CN1C(=O)OC(C)(C)C1=O
C[N+]1(C)CCCC1C(=O)[O-]
CCCC(CCC)C(=O)[O-]
Cc1ncsc1CCO
N#CCCCSC(=N)N
CCCCCC(C)NC=O
CCCCCCCNC=O
CCCC(CCC)C(N)=O
CCC(C)C(CC)C(N)=O
O[Zr]Cl
O=[Mo](=O)=O
OCc1cccc(F)c1F
OCc1ccc(F)cc1F
COC(=O)C=CC(=O)OC
O=C([O-])CCCCC(=O)[O-]
O=S([O-])S(=O)(=O)[O-]
O=S([O-])S(=O)(=O)[O-]
[O-]c1cccc2cccnc12
CN1CCN(C(=O)O)CC1
CC1CC(N)NC1C(=O)O
C1=Cc2ccccc2NN=C1
c1ccc(-c2cnc[nH]2)cc1
Nc1cccc2cnccc12
CCCC(CCC)C(=O)O
CCC(=O)CCC(C)(C)O
CCCCCCCC(=O)O
CNC(=O)C(N)C(C)(C)C
[Nd]
CCCCCCCCCO
NCCCCCCCCN
CCCCCCC(C)NN
C#CC(O)(C=CCl)CC
O=[Se](=O)(O)O
COC(=O)CCC(=O)CN
NC(CCCC=O)C(=O)O
CC(=O)CCC(N)C(=O)O
Oc1cccc2cccnc12
O=c1ccc2ccccc2[nH]1
CCC(C)(CC)OC(N)=O
CC(C)CC(C)(N)C(=O)O
CNC(CC(C)C)C(=O)O
CC(N)CCCC(C)(C)O
NCCCCNCCCN
O=c1cc(O)c(Cl)c[nH]1
O=[Mo+6](O)O
FS(F)(F)(F)(F)F
O=C(O)CCC(=O)C(=O)O
O=C(O)c1nsnc1O
OC(C1CO1)C(O)C1CO1
CC(C)(CO)C(=O)C(=O)O
OC1COC2C(O)COC12
O=c1ccc2ccccc2o1
NC(=O)CCC(N)C(=O)O
NC(=O)CCC(N)C(=O)O
NC(=O)C(N)CCC(=O)O
NCCCCC(N)C(=O)O
NCCCCC(N)C(=O)O
CC(C)CC(N)C(=O)NO
C[N+](C)(C)NCCC(=O)[O-]
Cc1cc2nc[nH]c2cc1C
CC(=O)OCC[N+](C)(C)C
NC(=O)C(N)CCCC[NH3+]
CCCC(O)C(CC)CO
CCCCCCC(O)CO
NCCNCCNCCN
Clc1ccccc1Cl
NC(CCC(=O)O)C(=O)O
CC(=O)OCC(N)C(=O)O
CC(=O)NC(CO)C(=O)O
NC(CCC(=O)O)C(=O)O
CC(C)N(O)C(=O)C(=O)O
CC(C(=O)O)C(N)C(=O)O
CC(C(=O)O)C(N)C(=O)O
O=C1Nc2ccccc2C1=O
CC(C)(CO)C(O)C(=O)[O-]
O=C1NC(C(=O)O)CS1
NC(CCCCO)C(=O)O
CC(C)C(O)C(N)C(=O)O
NC(CCCCO)C(=O)O
OCC1CNCC(O)C1O
OCc1c[nH]c2ccccc12
C[N+](C)(C)CCOC(N)=O
O=CC(Cl)(Cl)Cl
O=C([O-])C(O)C(O)C(=O)[O-]
O=C(O)CC(O)CC(=O)O
NC(=O)C(O)C(N)C(=O)O
CCC(C)(O)C(O)C(=O)O
CC1CC(O)C(O)C(O)O1
CC1OC(O)C(O)CC1O
CC(O)(CCO)CC(=O)O
CC1OC(O)C(O)CC1O
COc1ccc2nc[nH]c2c1
CSCCC(=O)C(=O)O
CCCCC(O)C(O)CO
CCOCCOCCOC
C=CCc1cccc(C)c1O
CC=Cc1ccc(OC)cc1
CCN(CC)C(=S)[S-]
O=C([O-])C(O)C(O)C(=O)O
NC(C(=O)O)C(O)C(=O)O
NC(CN(O)N=O)C(=O)O
OCC1ONCC(O)C1O
Oc1cc2cc[nH]c2cc1O
N#CC(O)c1ccc(O)cc1
Nc1nc2ccc(O)cc2[nH]1
Cn1cnc(N)c2ncnc1-2
CC(CF)CC(N)C(=O)O
OCCN(CCO)CCO
CC(N)C(=O)c1ccccc1
CSCCC(N)C(=O)O
CC(C)(S)C(N)C(=O)O
CSCCC(N)C(=O)O
CSCCC(N)C(=O)O
CC(C)(N)Cc1ccccc1
CNC(C)Cc1ccccc1
CCC(N)Cc1ccccc1
NCCCCc1ccccc1
CNC(C)Cc1ccccc1
CCN(CC)C(=S)S
Cn1sc(Cl)cc1=O
OB(O)CCc1ccccc1
O=C(O)C(O)C(O)C(=O)O
O=C(O)C(O)C(O)C(=O)O
O=C(O)C(O)C(O)C(=O)O
O=C(CO)C(O)C(O)CO
O=CC(O)C(O)C(O)CO
O=CC(O)C(O)C(O)CO
OCC1OC(O)C(O)C1O
OCC1OC(O)C(O)C1O
OCC1OC(O)C(O)C1O
OC1COC(O)C(O)C1O
OC1COC(O)C(O)C1O
OC1COC(O)C(O)C1O
CC1(O)OCC(O)C1(O)O
O=C(O)C(=O)c1ccccc1
Nc1nc2c(c(=O)[nH]1)CC=N2
Nc1nc2cc[nH]c2c(=O)[nH]1
C[n+]1cnc2nc[nH]c2c1N
OCCOCCOCCO
O=C(O)CCc1ccccc1
C=Cc1ccc(O)c(OC)c1
N=C(N)c1ccc(CO)cc1
CSCCC(O)C(=O)O
CC1=CC(=O)C2CC1C2(C)C
C=CC=CC=CCCC(C)=O
C=CC=CC=CCCC(C)=O
Cc1cc(O)ccc1C(C)C
CC1=CC(=O)C2CC1C2(C)C
O=C1C2CC3CC(C2)CC1C3
Cc1ccc(C(C)C)c(O)c1
Cc1ccc(C(C)C)cc1O
CC(Cc1ccccc1)NN
[Sm]
[Sm]
C=C(Br)CCO
CC[Se]C(=N)N
Nc1nc(=O)c2[nH]cnc2[nH]1
CC(=O)Nc1ccc(O)cc1
COc1cccc(C(N)=O)c1
NCc1ccc(C(=O)O)cc1
CC(N)C(O)c1ccccc1
CC(N)C(O)c1ccccc1
CC(N)Cc1ccc(O)cc1
CC(N)Cc1cccc(O)c1
NC(CO)Cc1ccccc1
NC12CC3CC(CC(C3)C1)C2
OB1OCc2cc(F)ccc21
C[Se]CC(=O)[O-]
O=c1[nH]c(=O)c2[nH]cnc2[nH]1
O=c1[nH]c(=O)c2cn[nH]c2[nH]1
Nc1nc2[nH]nnc2c(=O)[nH]1
OCC(O)C(O)C(O)CO
OCC(O)C(O)C(O)CO
COC(=O)c1ccccc1O
O=C(O)C(O)c1ccccc1
COc1ccc(C(=O)O)cc1
O=C(O)C(O)c1ccccc1
O=C(O)C(O)c1ccccc1
COC(=O)c1ccc(O)cc1
CC(=O)Oc1cccc(O)c1
NOC(=O)Nc1ccccc1
S=c1nc[nH]c2nc[nH]c12
S=c1nc[nH]c2[nH]ncc12
OCC(O)Cc1ccccc1
COc1nccnc1C(C)C
NC(=S)Nc1ccccc1
C=C(C)C1CC=C(CO)CC1
CC12CCC(CC1=O)C2(C)C
C=C(C)C1CCC2(C)OC2C1
CC12CCC(CC1=O)C2(C)C
CC12CCC(CC1=O)C2(C)C
CC12CCC(C1)C(C)(C)C2=O
OC1CSSCC1O
OC1CSSCC1O
O=c1[nH]c(=O)c2[nH]nnc2[nH]1
Nc1c(O)cccc1C(=O)O
O=C(NO)c1ccccc1O
NC(=O)c1cccc(O)c1O
Nc1ccc(C(=O)O)c(O)c1
Nc1ccc(O)c(C(=O)O)c1
Cc1ccc(O)c([N+](=O)[O-])c1
NNc1ccc(C(N)=O)nn1
NC(CS(=O)O)C(=O)O
NCCc1ccc(O)c(O)c1
C=C(C#N)C(=O)OCCCC
NCC(O)c1ccc(O)cc1
NCC(O)c1cccc(O)c1
CC(=O)NCCc1c[nH]cn1
NC(CSS)C(=O)O
O=C(O)CCP(=O)(O)O
O=C(O)c1cccc(O)c1O
O=C(O)c1ccc(O)cc1O
O=C(O)c1ccc(O)c(O)c1
O=C1C=C2C(=CCOC2O)O1
Cc1cnc(C(=O)O)c[n+]1[O-]
COc1cc(CO)ccc1O
OCCc1ccc(O)c(O)c1
O=C1NCC(=O)N2CCCC12
O=C(O)c1ccccc1S
CC1=CCC(O)(C(C)C)CC1
CC1CCC(C(C)C)C(=O)C1
CC1=CCC(C(C)(C)O)CC1
CC12CCC(CC1)C(C)(C)O2
CC1(C)C2CCC1(C)C(O)C2
CC(C)=CCCC(C)=CCO
OC(CS)C(O)CS
OC(CS)C(O)CS
OCCSSCCO
OC(CS)C(O)CS
O=C(CP(=O)(O)O)NO
O=C([O-])c1cc(=O)[nH]c(=O)[nH]1
O=C([O-])c1cc(=O)[nH]c(=O)[nH]1
O=[N+]([O-])c1ccc(O)c(O)c1
NC1C(C(=O)O)=CC=CC1O
NC(Cc1c[nH]cn1)C(=O)O
CCC1(C)CC(=O)NC(=O)C1
COC(=O)C1=CCCN(C)C1
CC1N=C(N(C)C)N=C(N)N1
O=CCCCC1CCNCC1
[O-]B1OB2OB([O-])OB(O1)O2
[O-]B1OB2OB([O-])OB(O1)O2
CNC(C)CC1CCCCC1
O=C(O)COP(=O)(O)O
CN(CCCl)CCCl
O=C(O)c1cc(=O)[nH]c(=O)[nH]1
COc1cc(OO)ccc1O
O=C(O)CCC1CCCCC1
CC1CCC(C(C)C)C(O)C1
CC1CCC(C(C)C)C(O)C1
CC1CCC(C(C)C)C(O)C1
C=CC(C)CCCC(C)(C)O
O=C(O)c1ccc(Cl)cc1
Cc1cc(O)cc(C)c1Cl
Cc1cc(O)c(Cl)cc1C
F[Sn]F
O=C(O)c1nc(=O)[nH]c(=O)[nH]1
NC(=O)c1nc(F)cnc1O
NC(=O)NC1NC(=O)[N-]C1=O
CCC1(C)OC(=O)N(C)C1=O
CCN1C(=O)OC(C)(C)C1=O
CC(=O)N1CCCC1C(=O)O
NCC1CCC(C(=O)O)CC1
CCCCN=C(N)N=C(N)N
[Gd]
[Gd+3]
NC(CO)CC1CCCCC1
CCCCCCC(C)NC=O
O=C1CC(C(=O)O)NC(=O)N1
NC(=O)NC1NC(=O)NC1=O
NC(=O)CN1CC(O)CC1=O
c1ccc(Cn2ccnc2)cc1
CC(O)C(N)c1nccs1
c1cn2cnc3[nH]cnc3c2n1
NC1C=C(CO)CC(O)C1O
Cn1c(=O)ccc2ccccc21
CC(=O)NC1CCSC1=O
CC(C)CC(CN)CC(=O)O
CCCCCCCC(=O)NO
C#CCN(C)Cc1ccccc1
O=S(=O)(O)CCNCl
O=[Fe]O[Fe]=O
O=[Mo](=O)([O-])[O-]
O=[Mo](=O)([O-])[O-]
O=[Mo](=O)([O-])[O-]
[NH3+]CCCCOB1OCCO1
O=C(O)C1=CC(O)C(O)CO1
CC(CC(N)C(=O)O)C(=O)[O-]
O=C(O)CCCCCC(=O)O
Oc1ccc2ccccc2c1O
Oc1ccc2c(O)cccc2c1
Cc1cc(=O)oc2ccccc12
CC1CC(NO)NC1C(=O)O
CC(C)C(NC(N)=O)C(=O)O
CNC(=O)CCC(N)C(=O)O
Oc1ccc(-n2ccnc2)cc1
NNc1nncc2ccccc12
CCCCCCC(O)C(=O)O
CNCCCCC(N)C(=O)O
NCCc1c[nH]c2ccccc12
c1ccc(CC2=NCCN2)cc1
CC(=O)OC(C)C[N+](C)(C)C
CCCCC1CCS(=O)C1
[S-]SSS[S-]
O=[Mo](=O)S
[NH3+][Co-3]([NH3+])([NH3+])([NH3+])([NH3+])[NH3+]
CC(CC(=O)O)C(N)C(=O)O
CC(CC(=O)O)C(N)C(=O)O
Nc1nc2ccccc2c(=O)[nH]1
Nc1nnnn1-c1ccccc1
NC(=[NH2+])c1ccc2nc[nH]c2c1
C[N+](C)(C)CC(O)CC(=O)[O-]
Cc1cccc2c1CCNC2=O
CC(C[N+](C)(C)C)OC(N)=O
CC1(C)NC(C(=O)O)CS1
Cc1ncsc1CCCl
CC(=O)O[Al](O)OC(C)=O
Oc1ccc(C(F)(F)F)cc1
O=C(O)C1CC(O)C(O)CO1
CC(O)(CC(=O)O)CC(=O)O
O=c1cc(O)c2ccccc2o1
NC(CCC(=O)NO)C(=O)O
ONC1=NCC(O)C(O)C1O
O=C(O)c1nc2ccccc2[nH]1
NC(=NCC(N)C(=O)O)NO
OC1C=Cc2ccccc2C1O
NCCOCCC(N)C(=O)O
CC(=O)NC(CS)C(=O)[O-]
CC(=O)NC(CS)C(=O)[O-]
NC1=NCC(c2ccccc2)O1
Cl[Fe](Cl)Cl
C[N+](C)(C)CC(O)CC(=O)O
CC(=O)NC(CS)C(N)=O
CCOCCOCCOCC
CC(O)CCOCCC(C)O
CN1CCCC1c1cccnc1
CNCCC=Cc1cccnc1
CC(C)CC(CS)C(=O)O
C=CCSS(=O)CC=C
C=CCS(=O)CC=CS
O=c1[nH]c2ccccc2c(=O)o1
O=[N+]([O-])c1cccc2c[nH]nc12
O=[N+]([O-])c1ccc2c[nH]nc2c1
O=[N+]([O-])c1ccc2[nH]ncc2c1
CC1OC(O)C(O)C(O)C1N
CC1OC(O)C(O)C(O)C1N
O=C(O)CN(CCO)CCO
OCC1NC(CO)C(O)C1O
NC1CC(O)C(CO)OC1O
OCC1NCC(O)C(O)C1O
OCC1NCC(O)C(O)C1O
OCC1NCC(O)C(O)C1O
NC(=Cc1ccccc1)C(=O)O
CC(=O)SCC(N)C(=O)O
CC(=O)NC(CS)C(=O)O
CC(S)C(=O)NCC(=O)O
NC(CCO)(CCO)CCO
CC(c1ccccc1)N(C)C=O
NC1CCc2ccccc2C1O
NC1CCc2ccccc2C1O
CCC(NC=O)c1ccccc1
CNC(C)C(=O)c1ccccc1
S=C=NCCc1ccccc1
CNC(C)(C)Cc1ccccc1
CCNC(C)Cc1ccccc1
C=C(C=O)CCP(=O)(O)O
OCC1CC(O)C(O)C(O)O1
CC(O)C(O)C(O)C(O)C=O
CC1OC(O)C(O)C(O)C1O
CC1OC(O)C(O)C(O)C1O
CC1OC(O)C(O)C(O)C1O
CC1OC(O)C(O)C(O)C1O
CC1OC(O)C(O)C(O)C1O
O=CCC(O)C(O)C(O)CO
CC(O)C(O)C(O)C(O)C=O
OCC1OC(O)CC(O)C1O
OCC(O)C1OCC(O)C1O
O=C(O)C=Cc1ccccc1O
O=C(O)C(=O)Cc1ccccc1
